,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source,source_ord
272,272,2006,1.0,office,279.0,6,12.0,18,1945,11.5,15.6,20.7,5825.6,oil,3
273,273,2010,11.0,commercial,301.0,7,12.0,2,1920,11.2,19.9,,1158.97,oil,3
274,274,2012,4.0,office,172.0,1,19.0,23,1947,18.0,27.4,32.5,3090.43,gas,2
275,275,2012,4.0,commercial,451.0,2,12.0,2,1981,19.5,26.1,32.7,1789.14,elec,1
276,276,2009,5.0,education,1114.0,4,51.0,4,1924,20.0,29.6,35.7,3812.55,gas,2
277,277,2008,5.0,factory,520.0,7,117.0,2,1964,22.7,29.2,32.9,954.41,elec,1
278,278,2012,5.0,office,1266.0,6,37.0,29,1952,22.6,28.8,35.5,26177.08,gas,2
279,279,2005,2.0,education,656.6619098651926,5,55.0,2,1937,12.0,20.0,28.0,1163.48,elec,1
280,280,2006,12.0,residential,233.0,7,51.0,12,1949,7.6,14.6,22.0,4181.73,oil,3
281,281,2005,5.0,education,351.0,6,117.0,1,1979,22.8,28.6,33.2,274.2,gas,2
282,282,2012,8.0,office,356.0,1,55.0,25,1952,23.1,30.05,37.0,5214.51,gas,2
283,283,2012,7.0,office,813.0,8,-7.0,20,2000,26.1,30.3,36.9,12048.66,oil,3
284,284,2005,10.0,commercial,588.0,2,12.0,4,1963,18.0,23.1,28.9,4056.73,elec,1
285,285,2007,6.0,commercial,524.0,6,117.0,3,1929,22.7,30.1,,2341.65,elec,1
286,286,2012,8.0,education,488.0,6,172.0,4,2006,21.6,29.2,36.2,3017.01,elec,1
287,287,2012,7.0,commercial,813.0,3,12.0,4,1961,25.8,30.9,36.1,254.05,gas,2
288,288,2009,12.0,factory,371.0,2,117.0,2,1945,8.2,14.1,23.6,754.17,elec,1
289,289,2013,9.0,factory,342.0,4,172.0,2,1984,20.1,25.9,32.4,723.95,elec,1
290,290,2009,8.0,commercial,460.0,7,55.0,21,1967,23.0,29.1,34.0,9518.19,elec,1
291,291,2006,9.0,factory,595.0,7,37.0,1,1999,16.2,26.5,32.1,349.99,gas,2
292,292,2009,9.0,education,351.0,6,117.0,1,1979,20.1,26.6,34.9,248.09,gas,2
293,293,2009,8.0,residential,258.0,3,51.0,9,1962,24.9,29.7,35.5,139.93,gas,2
294,294,2013,10.0,education,861.0,7,19.0,5,2003,17.5,24.0,,6321.12,elec,1
295,295,2008,12.0,office,813.0,8,-7.0,20,2000,7.5,14.4,23.6,17473.65,elec,1
296,296,2006,9.0,education,399.0,5,12.0,4,1975,22.3,27.5,33.7,1500.31,gas,2
297,297,2010,9.0,education,312.0,1,-7.0,1,1941,21.7,27.1,32.4,440.29,elec,1
298,298,2013,4.0,education,525.0,8,117.0,1,1993,17.9,26.4,32.9,309.36,gas,2
299,299,2006,7.0,education,222.0,4,117.0,2,1982,25.1,30.9,38.0,626.57,elec,1
300,300,2012,2.0,commercial,657.0,5,337.0,1,1964,11.1,19.4,26.8,984.33,elec,1
301,301,2006,2.0,factory,218.0,3,203.0,1,1971,11.2,19.0,24.8,182.04,oil,3
302,302,2012,12.0,commercial,836.0,2,12.0,3,1971,7.7,15.5,20.9,4542.09,elec,1
303,303,2013,8.0,office,557.0,6,37.0,7,1925,23.4,30.0,33.5,5021.91,elec,1
305,305,2008,10.0,factory,371.0,5,-7.0,6,1953,18.5,24.2,29.0,1531.03,oil,3
306,306,2013,8.0,commercial,487.0,1,51.0,2,1934,22.8,29.2,36.4,570.67,gas,2
307,307,2012,10.0,commercial,230.0,6,203.0,4,1967,18.2,23.2,30.4,1307.14,oil,3
308,308,2007,8.0,commercial,277.0,2,12.0,5,2009,23.0,29.6,35.2,2627.73,elec,1
309,309,2006,12.0,commercial,123.0,5,12.0,23,1963,8.7,14.2,23.0,2861.21,oil,3
310,310,2012,6.0,education,320.0,2,203.0,5,1944,24.3,30.6,36.4,1374.91,gas,2
311,311,2008,7.0,education,349.0,1,55.0,3,2003,22.7,29.9,38.1,817.92,gas,2
312,312,2007,10.0,commercial,129.0,1,337.0,2,1952,18.7,24.4,33.8,235.14,gas,2
313,313,2007,11.0,commercial,1554.0,4,37.0,1,1995,12.6,19.5,26.6,2430.58,elec,1
314,314,2013,12.0,education,312.0,1,-7.0,1,1941,7.4,15.1,20.0,268.11,gas,2
315,315,2014,6.0,education,425.0,5,-7.0,4,1932,25.0,30.0,38.0,2287.08,elec,1
316,316,2005,8.0,residential,379.0,8,19.0,27,1941,23.6,30.1,37.4,10418.01,elec,1
317,317,2014,8.0,commercial,429.0,8,51.0,1,1963,21.8,28.5,33.6,713.37,elec,1
318,318,2011,8.0,office,1218.0,5,172.0,23,1959,22.9,29.7,37.3,18059.79,oil,3
319,319,2013,10.0,commercial,334.0,8,37.0,4,2001,16.1,23.2,30.0,1790.67,oil,3
320,320,2009,6.0,residential,594.0,8,337.0,26,1994,23.0,29.3,34.5,9757.52,oil,3
321,321,2010,3.0,education,222.0,4,117.0,2,1982,17.4,24.2,30.2,363.37,gas,2
322,322,2006,12.0,education,608.0,1,203.0,6,1950,8.0,14.9,25.7,5109.5,oil,3
323,323,2013,11.0,residential,661.0,5,-7.0,12,1938,13.7,19.1,24.3,7885.46,oil,3
324,324,2005,2.0,residential,258.0,3,51.0,9,1962,14.6,19.3,26.9,2422.5,elec,1
325,325,2011,9.0,commercial,1492.0,4,172.0,2,1991,20.4,25.9,35.7,2978.63,gas,2
326,326,2012,10.0,factory,937.0,3,37.0,4,1969,19.8,23.5,27.6,2408.46,elec,1
327,327,2006,12.0,commercial,1527.0,5,117.0,3,1983,8.9,15.7,21.2,5861.58,oil,3
328,328,2014,10.0,education,411.0,4,172.0,2,1949,19.1,24.3,28.0,1334.01,elec,1
329,329,2013,5.0,commercial,213.0,1,172.0,3,1960,23.1,27.95,32.8,727.98,gas,2
330,330,2006,10.0,commercial,323.0,1,117.0,5,1927,17.7,22.7,27.7,2231.9,oil,3
331,331,2014,1.0,commercial,1707.0,4,172.0,6,2006,8.4,14.2,21.1,8001.05,gas,2
332,332,2013,11.0,residential,530.0,3,19.0,17,2007,12.6,19.1,26.3,8582.57,elec,1
333,333,2009,8.0,office,804.0,1,337.0,18,1995,22.1,29.7,36.5,16208.64,elec,1
334,334,2011,7.0,office,1296.0,3,12.0,20,2008,26.8,32.0,38.4,20015.42,oil,3
335,335,2007,2.0,commercial,575.0,6,19.0,5,1979,12.2,19.2,26.5,2994.6,gas,2
336,336,2005,12.0,factory,2362.0,6,117.0,6,2007,8.2,15.5,25.2,6589.98,gas,2
337,337,2008,10.0,commercial,260.0,7,337.0,6,1929,13.4,23.8,31.3,1479.33,gas,2
338,338,2008,3.0,commercial,305.0,2,55.0,4,1997,15.0,22.9,30.9,1738.85,oil,3
339,339,2009,12.0,office,1418.0,5,12.0,20,1964,8.1,14.9,21.4,33240.19,elec,1
340,340,2007,2.0,commercial,476.0,7,37.0,4,2003,12.9,19.5,28.1,3776.62,elec,1
341,341,2011,12.0,education,581.0,7,337.0,5,1984,8.5,15.9,25.1,5612.46,elec,1
342,342,2012,12.0,factory,1272.0,2,19.0,3,1922,11.1,15.6,22.0,4407.48,elec,1
343,343,2005,9.0,education,508.0,2,19.0,3,2006,20.1,26.8,33.9,2816.35,elec,1
344,344,2014,4.0,commercial,451.0,2,12.0,2,1981,20.7,27.4,33.5,1944.71,elec,1
345,345,2014,11.0,residential,228.0,1,55.0,22,1960,14.8,19.0,23.3,5027.26,oil,3
346,346,2006,3.0,office,1292.0,1,37.0,5,1992,13.9,23.1,30.1,4836.28,gas,2
347,347,2005,6.0,office,843.0,4,203.0,4,1941,24.9,30.9,37.7,2623.58,oil,3
348,348,2011,12.0,factory,3888.0,8,172.0,1,1963,7.4,15.0,20.0,3298.58,elec,1
349,349,2009,2.0,commercial,203.0,6,117.0,4,1953,14.5,19.7,26.5,923.59,oil,3
350,350,2006,5.0,commercial,489.0,6,37.0,2,1934,22.3,30.5,38.7,4851.541864684603,elec,1
351,351,2005,11.0,commercial,912.0,6,172.0,6,1951,13.1,19.8,27.6,4987.18,gas,2
352,352,2008,10.0,residential,293.0,8,172.0,28,1972,19.1,24.85,30.6,3296.04,gas,2
353,353,2014,8.0,residential,530.0,3,19.0,17,2007,22.7,29.6,35.9,475.11,gas,2
354,354,2014,2.0,commercial,312.0,4,172.0,3,1959,13.8,18.8,23.5,812.45,gas,2
355,355,2009,1.0,factory,953.0,2,-7.0,1,1982,8.4,14.95,21.5,877.29,oil,3
356,356,2009,7.0,commercial,803.0,6,203.0,4,1964,24.9,30.8,34.8,4033.63,oil,3
357,357,2006,7.0,commercial,941.0,3,117.0,4,1954,27.3,31.1,36.8,5311.76,elec,1
358,358,2008,5.0,office,423.0,7,37.0,4,1991,19.8,28.4,36.5,2506.19,elec,1
359,359,2012,11.0,commercial,596.0,1,337.0,6,1984,12.8,19.8,25.9,3911.0,gas,2
360,360,2009,7.0,commercial,489.0,6,37.0,2,1934,23.7,30.9,37.1,1334.97,oil,3
361,361,2013,8.0,commercial,596.0,1,337.0,6,1984,23.9,28.6,34.1,4851.541864684603,elec,1
362,362,2005,6.0,education,857.0,8,37.0,6,1966,25.3,30.6,36.8,7677.95,elec,1
363,363,2006,12.0,office,741.0,2,55.0,9,2004,7.2,14.4,21.2,4320.85,gas,2
364,364,2011,7.0,office,1203.0,8,172.0,17,1963,23.7,30.6,36.4,17546.96,oil,3
365,365,2010,11.0,commercial,1231.0,5,55.0,5,1935,13.3,20.4,24.7,11856.3,elec,1
366,366,2005,4.0,commercial,854.0,4,337.0,1,1936,20.8,28.2,35.3,1272.96,oil,3
367,367,2006,8.0,education,608.0,1,203.0,6,1950,23.4,28.8,34.4,3755.98,oil,3
368,368,2013,11.0,office,123.0,5,12.0,23,1963,12.6,19.9,26.4,2449.43,gas,2
369,369,2006,7.0,education,1013.0,4,117.0,6,1977,25.4,29.5,35.0,6272.13,oil,3
370,370,2014,6.0,factory,388.0,2,337.0,1,1941,24.3,31.1,37.2,198.46,gas,2
371,371,2006,1.0,factory,788.0,4,117.0,6,1998,6.1,14.3,20.4,1978.67,gas,2
372,372,2009,10.0,residential,317.0,6,203.0,28,1999,14.6,23.5,29.0,11183.76,elec,1
373,373,2009,5.0,office,460.0,3,12.0,16,1981,20.3,29.3,33.6,4851.541864684603,elec,1
374,374,2010,10.0,education,442.0,5,337.0,5,1922,17.8,23.5,28.6,2838.06,elec,1
375,375,2008,9.0,education,453.0,5,55.0,2,1937,19.9,26.2,32.2,806.85,gas,2
376,376,2012,7.0,commercial,411.0,8,19.0,4,1987,24.3,30.0,36.4,1232.92,gas,2
377,377,2014,4.0,factory,937.0,3,37.0,4,1969,21.7,27.3,34.6,2071.99,oil,3
378,378,2005,5.0,office,1342.0,6,19.0,5,1944,25.3,29.6,35.5,7515.2,elec,1
379,379,2014,5.0,commercial,451.0,2,12.0,2,1981,24.0,29.5,35.6,1477.98,elec,1
380,380,2006,10.0,residential,1068.0,1,12.0,11,1946,16.9,23.2,28.8,8777.38,oil,3
381,381,2011,2.0,commercial,501.0,8,117.0,6,2009,13.1,18.6,25.3,4226.61,oil,3
382,382,2014,7.0,office,1084.0,8,19.0,24,1924,23.8,30.4,37.3,27957.83,elec,1
383,383,2009,7.0,residential,1024.0,6,203.0,23,1967,23.3,30.9,37.8,28488.5,elec,1
384,384,2005,5.0,commercial,589.0,2,12.0,2,1956,20.3,29.7,35.5,899.8,gas,2
385,385,2007,12.0,commercial,378.0,3,117.0,5,1922,9.7,14.5,19.2,162.41,gas,2
386,386,2009,6.0,residential,486.0,2,-7.0,17,2006,23.9,29.5,37.9,6698.91,oil,3
387,387,2010,12.0,commercial,184.0,4,-7.0,2,1926,10.6,15.3,20.6,727.05,elec,1
388,388,2007,10.0,education,420.0,1,12.0,6,1925,15.6,23.4,28.3,1870.19,gas,2
389,389,2010,8.0,residential,313.0,3,-7.0,7,1978,22.1,28.7,34.6,1522.7,oil,3
390,390,2005,7.0,commercial,596.0,1,337.0,6,1984,23.6,29.9,37.9,5326.81,elec,1
391,391,2013,8.0,factory,819.0,3,37.0,6,2006,24.4,29.3,35.6,195.37,gas,2
392,392,2014,11.0,education,338.0,4,117.0,5,2007,13.6,19.3,25.8,2228.89,oil,3
393,393,2005,5.0,residential,256.0,8,-7.0,19,2005,22.5,29.5,35.9,4704.34,elec,1
394,394,2011,7.0,education,427.0,4,55.0,1,1946,24.5,30.2,35.9,632.71,elec,1
395,395,2010,8.0,education,599.0,1,337.0,2,1946,25.2,30.3,36.0,1233.46,oil,3
396,396,2011,5.0,education,565.0,5,117.0,5,2006,23.9,29.099999999999998,34.3,4318.86,elec,1
397,397,2009,6.0,factory,1005.0,4,172.0,6,1953,20.8,30.1,35.1,6116.23,elec,1
398,398,2011,5.0,office,249.0,6,337.0,3,1940,22.3,28.4,34.3,878.47,elec,1
399,399,2010,9.0,factory,625.0,2,51.0,1,1975,20.2,26.7,35.3,431.58,gas,2
400,400,2013,10.0,commercial,1127.0,6,12.0,2,1936,18.5,22.9,31.2,3887.7,elec,1
401,401,2006,3.0,commercial,372.0,6,55.0,3,1997,19.2,24.0,29.7,1924.88,elec,1
402,402,2010,11.0,commercial,230.0,6,203.0,4,1967,10.1,19.5,26.0,878.42,gas,2
403,403,2012,12.0,residential,317.0,6,203.0,28,1999,9.7,14.2,26.9,11379.28,oil,3
404,404,2005,9.0,commercial,1265.0,7,117.0,3,1971,17.5,26.7,33.3,4356.39,gas,2
405,405,2008,10.0,education,427.0,4,55.0,1,1946,16.2,23.1,28.3,349.46,gas,2
406,406,2008,6.0,education,320.0,2,203.0,5,1944,22.0,30.6,35.3,2483.71,elec,1
407,407,2005,10.0,commercial,1554.0,4,37.0,1,1995,18.5,24.4,30.7,1618.65,gas,2
408,408,2013,5.0,education,320.0,2,203.0,5,1944,22.4,28.4,32.8,1309.44,gas,2
409,409,2012,12.0,commercial,657.0,6,-7.0,1,1963,9.3,15.0,18.9,1081.68,elec,1
410,410,2009,1.0,commercial,367.0,2,-7.0,6,1974,12.9,17.4,24.3,2522.96,gas,2
411,411,2011,1.0,residential,689.0,5,51.0,22,1931,6.6,14.149999999999999,21.7,15294.54,elec,1
412,412,2012,7.0,commercial,547.0,2,172.0,1,1923,23.9,30.3,34.3,522.28,gas,2
413,413,2011,5.0,factory,819.0,3,37.0,6,2006,24.0,30.1,37.0,215.93,gas,2
414,414,2011,4.0,residential,615.0,2,203.0,7,1961,23.5,27.3,31.6,5012.05,elec,1
415,415,2007,12.0,education,911.0,5,172.0,1,1986,8.3,15.5,21.7,856.38,gas,2
416,416,2005,2.0,education,425.0,5,-7.0,4,1932,11.8,19.4,28.9,2391.04,elec,1
417,417,2006,4.0,education,493.0,2,51.0,2,1993,20.2,26.8,33.6,806.94,gas,2
418,418,2011,6.0,education,650.0,1,12.0,2,1999,22.6,30.3,,1747.2,elec,1
419,419,2005,12.0,office,601.0,1,19.0,15,1934,10.4,15.8,22.1,6749.08,gas,2
420,420,2007,5.0,residential,924.0,7,203.0,25,1931,23.3,29.2,34.9,26777.52,elec,1
421,421,2011,5.0,office,460.0,3,12.0,16,1981,23.6,29.0,36.2,451.76,gas,2
422,422,2005,5.0,education,480.0,4,51.0,2,1951,22.3,28.4,36.6,1085.01,oil,3
423,423,2012,10.0,education,480.0,4,51.0,2,1951,15.3,23.1,27.7,785.66,gas,2
424,424,2013,7.0,office,843.0,4,203.0,4,1941,25.6,31.3,37.6,2195.17,gas,2
425,425,2006,6.0,education,480.0,4,51.0,2,1951,26.1,32.900000000000006,39.7,990.66,oil,3
426,426,2007,10.0,factory,1515.0,3,117.0,6,1934,17.0,23.1,29.4,494.54,gas,2
427,427,2009,5.0,commercial,854.0,4,337.0,1,1936,24.0,29.2,36.2,1077.12,oil,3
428,428,2014,5.0,office,843.0,4,203.0,4,1941,19.7,29.8,36.1,2508.77,gas,2
429,429,2005,5.0,factory,379.0,2,117.0,1,1973,22.7,28.8,34.7,350.2,elec,1
430,430,2007,10.0,education,471.0,8,117.0,3,2001,15.4,22.5,27.9,1822.16,elec,1
431,431,2013,5.0,residential,530.0,3,19.0,17,2007,22.3,29.6,35.7,429.86,gas,2
432,432,2010,7.0,commercial,260.0,7,337.0,6,1929,26.0,30.5,36.5,1712.91,gas,2
433,433,2005,3.0,education,173.0,6,51.0,6,1999,17.8,24.1,32.0,810.89,gas,2
434,434,2012,2.0,office,277.0,1,172.0,10,1928,14.5,20.1,26.2,3102.4,elec,1
435,435,2008,11.0,commercial,1265.0,7,117.0,3,1971,14.3,19.7,26.9,3788.17,gas,2
436,436,2014,8.0,commercial,437.0,1,-7.0,3,1960,22.1,29.7,34.7,1433.81,gas,2
437,437,2007,1.0,commercial,551.0,1,203.0,3,1927,9.0,15.0,23.1,2980.69,elec,1
438,438,2013,9.0,residential,317.0,6,203.0,28,1999,21.1,27.2,31.4,5200.45,gas,2
439,439,2010,12.0,education,814.0,1,55.0,5,1935,7.6,14.8,20.4,6837.6,elec,1
440,440,2014,4.0,education,812.0,7,337.0,3,2008,17.7,26.3,31.5,3177.6,oil,3
441,441,2006,7.0,commercial,317.0,8,51.0,2,1976,21.4,30.2,36.1,830.79,oil,3
442,442,2014,2.0,office,423.0,7,37.0,4,1991,14.1,20.5,29.2,2247.96,oil,3
443,443,2011,3.0,residential,291.0,6,51.0,13,1994,17.8,23.3,28.0,4003.93,elec,1
444,444,2012,4.0,factory,287.0,8,203.0,5,1923,22.4,28.2,33.9,504.46,gas,2
445,445,2007,1.0,education,545.0,5,19.0,4,2002,7.4,14.5,22.6,3066.16,elec,1
446,446,2005,7.0,education,349.0,1,55.0,3,2003,26.2,29.7,35.4,1547.88,elec,1
447,447,2011,10.0,commercial,657.0,2,19.0,5,1972,17.5,23.5,28.5,3607.0,gas,2
448,448,2008,10.0,commercial,451.0,2,12.0,2,1981,16.6,23.5,31.1,1258.46,oil,3
449,449,2008,9.0,commercial,260.0,4,117.0,4,2009,19.4,26.2,32.8,857.58,gas,2
450,450,2007,10.0,education,403.0,5,337.0,6,1954,17.5,23.5,29.9,1794.49,gas,2
451,451,2007,8.0,factory,349.0,6,172.0,3,1958,23.4,29.4,35.6,923.45,elec,1
452,452,2011,11.0,commercial,599.0,8,337.0,1,1948,12.8,19.0,26.7,883.31,oil,3
453,453,2005,10.0,commercial,657.0,6,-7.0,1,1963,17.9,23.3,30.0,752.81,oil,3
454,454,2008,1.0,commercial,657.0,6,-7.0,1,1963,6.1,14.4,20.7,1035.45,oil,3
455,455,2007,1.0,office,1122.0,6,37.0,27,1958,8.2,15.3,24.1,35625.74,elec,1
456,456,2006,12.0,education,312.0,1,-7.0,1,1941,8.6,14.9,23.0,292.48,gas,2
457,457,2011,8.0,education,254.0,1,337.0,3,1963,23.8,29.2,34.3,1177.75,elec,1
458,458,2006,2.0,office,1122.0,6,37.0,27,1958,14.9,19.8,25.2,33929.28,elec,1
459,459,2009,1.0,residential,177.0,5,337.0,25,1947,7.5,15.3,21.9,3776.56,gas,2
460,460,2005,1.0,commercial,657.0,6,-7.0,1,1963,7.9,15.2,25.0,627.3,gas,2
461,461,2005,2.0,education,312.0,1,-7.0,1,1941,14.7,19.5,26.7,524.16,elec,1
462,462,2008,5.0,commercial,323.0,1,117.0,5,1927,25.8,30.0,34.3,2785.55,elec,1
463,463,2012,4.0,education,1862.0,8,19.0,6,1945,21.2,27.4,33.6,14407.05,elec,1
464,464,2013,8.0,commercial,301.0,7,12.0,2,1920,22.9,29.2,35.4,1194.08,elec,1
465,465,2008,12.0,education,453.0,5,55.0,2,1937,6.4,15.0,22.0,851.68,gas,2
466,466,2013,11.0,office,549.0,8,19.0,3,1972,11.0,19.3,28.8,1863.09,elec,1
467,467,2011,1.0,residential,460.0,7,55.0,21,1967,10.6,14.5,21.1,10325.41,oil,3
468,468,2006,10.0,factory,641.0,6,337.0,5,1963,16.9,23.1,28.7,1788.39,gas,2
469,469,2010,3.0,factory,407.0,4,-7.0,4,1979,16.3,23.1,31.9,1579.49,elec,1
470,470,2010,10.0,residential,800.0,7,203.0,2,1978,14.7,23.6,29.9,1533.73,oil,3
471,471,2014,11.0,commercial,596.0,1,337.0,6,1984,10.5,19.2,25.3,4766.09,elec,1
472,472,2014,11.0,commercial,501.0,8,117.0,6,2009,13.2,18.5,26.6,2442.22,gas,2
473,473,2007,9.0,commercial,442.0,1,172.0,5,1953,21.5,26.9,32.0,2171.99,oil,3
474,474,2014,6.0,education,451.0,5,203.0,4,1978,21.4,30.6,36.9,2647.64,elec,1
475,475,2007,10.0,commercial,1003.0,4,-7.0,6,1994,11.3,22.8,28.9,6835.38,oil,3
476,476,2008,9.0,residential,623.0,1,51.0,26,1999,21.3,27.0,33.1,11371.0,oil,3
477,477,2008,3.0,commercial,1492.0,4,172.0,2,1991,17.6,23.8,29.3,2849.12,gas,2
478,478,2005,11.0,commercial,813.0,3,12.0,4,1961,12.1,19.6,24.9,5048.14,elec,1
479,479,2009,4.0,commercial,1492.0,4,172.0,2,1991,21.1,27.95,34.8,5895.43,elec,1
480,480,2013,7.0,residential,656.6619098651926,1,337.0,29,1926,25.6,30.8,35.9,8010.45,gas,2
481,481,2014,8.0,office,356.0,1,55.0,25,1952,20.6,28.8,36.5,5900.7,oil,3
482,482,2005,9.0,office,460.0,3,12.0,16,1981,19.5,26.0,30.4,390.15,gas,2
483,483,2014,10.0,factory,641.0,6,337.0,5,1963,19.1,24.9,31.3,2826.81,elec,1
484,484,2005,9.0,commercial,589.0,2,12.0,2,1956,22.8,26.7,31.3,1180.99,gas,2
485,485,2014,11.0,residential,623.0,8,337.0,26,1993,12.3,19.7,26.3,14516.21,oil,3
486,486,2012,10.0,residential,623.0,8,337.0,26,1993,18.5,23.7,33.7,14781.16,oil,3
487,487,2010,5.0,residential,244.0,6,117.0,23,1994,24.8,29.9,35.5,4227.52,gas,2
488,488,2010,5.0,commercial,489.0,6,37.0,2,1934,20.3,29.5,34.9,891.35,gas,2
489,489,2007,10.0,residential,405.0,2,203.0,19,1982,18.3,24.9,29.9,4959.35,gas,2
490,490,2013,7.0,education,2447.0,8,19.0,6,1943,23.8,30.6,35.8,11681.0,oil,3
491,491,2006,9.0,commercial,122.0,6,117.0,1,1997,20.6,27.05,33.5,95.31,gas,2
493,493,2014,10.0,office,1122.0,6,37.0,27,1958,17.0,23.2,29.1,32232.82,elec,1
494,494,2010,9.0,commercial,451.0,2,12.0,2,1981,21.4,26.4,33.2,1711.35,elec,1
495,495,2006,3.0,residential,390.0,7,55.0,15,1933,19.0,24.0,33.6,7120.39,elec,1
496,496,2010,12.0,commercial,501.0,8,117.0,6,2009,7.3,15.4,22.5,6165.62,oil,3
497,497,2012,5.0,education,857.0,8,37.0,6,1966,22.2,29.2,38.8,3718.53,gas,2
498,498,2006,3.0,factory,243.0,8,19.0,2,1983,18.3,23.1,29.9,138.31,gas,2
499,499,2010,9.0,commercial,501.0,8,117.0,6,2009,17.7,27.3,35.1,3714.37,oil,3
500,500,2012,4.0,commercial,230.0,6,203.0,4,1967,22.1,27.3,33.2,4851.541864684603,oil,3
501,501,2010,7.0,commercial,290.0,2,-7.0,5,1981,25.6,30.5,37.9,1246.01,gas,2
502,502,2006,10.0,commercial,547.0,6,37.0,5,1992,17.9,22.9,29.5,2730.08,gas,2
503,503,2014,11.0,education,471.0,8,117.0,3,2001,13.1,19.1,25.9,1630.35,elec,1
504,504,2005,2.0,commercial,290.0,2,-7.0,5,1981,14.6,19.7,23.4,2184.49,oil,3
505,505,2007,3.0,office,1260.0,6,55.0,4,1937,18.2,24.0,27.7,5927.04,elec,1
506,506,2009,12.0,office,1292.0,1,37.0,5,1992,3.7,14.9,,7738.09,oil,3
507,507,2010,9.0,factory,3888.0,8,172.0,1,1963,20.8,27.450000000000003,34.1,1496.96,gas,2
508,508,2006,6.0,factory,243.0,8,19.0,2,1983,24.3,30.3,36.3,154.58,gas,2
509,509,2012,3.0,residential,686.0,3,172.0,18,1950,19.4,23.4,28.7,9237.72,oil,3
510,510,2014,10.0,office,1084.0,8,19.0,24,1924,17.6,23.5,28.2,25290.52,oil,3
511,511,2009,2.0,commercial,624.0,6,55.0,6,1978,9.7,18.9,24.6,5544.96,oil,3
512,512,2013,10.0,office,557.0,6,37.0,7,1925,18.2,23.9,31.2,5240.26,elec,1
513,513,2012,9.0,education,488.0,6,172.0,4,2006,18.0,26.1,,2754.66,elec,1
514,514,2014,1.0,commercial,1105.0,7,117.0,6,1966,9.3,15.2,22.0,7610.78,gas,2
515,515,2007,3.0,factory,2362.0,6,117.0,6,2007,16.1,24.650000000000002,33.2,9411.51,oil,3
516,516,2008,10.0,residential,449.0,1,337.0,29,1926,17.7,23.0,30.9,6484.65,gas,2
517,517,2007,7.0,commercial,367.0,2,-7.0,6,1974,26.8,31.4,37.9,3418.21,elec,1
518,518,2007,1.0,education,1862.0,8,19.0,6,1945,7.9,15.1,,15906.65,oil,3
519,519,2013,12.0,office,575.0,4,172.0,14,1940,6.9,15.3,21.1,8997.07,oil,3
520,520,2005,3.0,commercial,1272.0,2,19.0,3,1922,15.4,23.2,30.8,3702.28,elec,1
521,521,2013,4.0,office,968.0,3,-7.0,3,1965,21.6,27.1,31.7,137.74,gas,2
522,522,2006,9.0,education,411.0,4,172.0,2,1949,20.3,26.6,33.5,519.83,gas,2
523,523,2012,8.0,factory,243.0,8,19.0,2,1983,22.8,30.2,38.5,284.31,oil,3
524,524,2014,4.0,commercial,539.0,6,172.0,4,2009,20.5,26.9,33.8,3549.64,elec,1
525,525,2013,4.0,commercial,1707.0,4,172.0,6,2006,19.7,26.3,32.7,9334.56,gas,2
526,526,2006,4.0,factory,368.0,7,-7.0,1,1932,17.8,26.7,33.8,215.28,oil,3
527,527,2011,7.0,education,581.0,7,337.0,5,1984,24.9,30.4,36.7,3058.97,oil,3
528,528,2008,10.0,factory,320.0,8,37.0,3,1990,13.4,22.4,30.6,659.29,oil,3
529,529,2011,1.0,education,425.0,5,-7.0,4,1932,8.5,16.1,23.4,1975.21,elec,1
530,530,2007,3.0,commercial,487.0,1,51.0,2,1934,17.8,23.2,30.7,665.78,gas,2
531,531,2012,9.0,factory,306.0,6,337.0,5,1989,20.6,26.9,32.7,747.02,gas,2
532,532,2010,3.0,office,464.0,5,55.0,18,1947,18.0,23.6,29.7,6620.97,oil,3
533,533,2012,6.0,education,388.0,4,172.0,2,1936,25.3,31.2,36.9,1259.35,elec,1
534,534,2013,10.0,office,249.0,6,337.0,3,1940,12.4,23.3,,463.14,gas,2
535,535,2010,1.0,commercial,360.0,3,12.0,3,1948,6.7,14.8,21.7,88.59,gas,2
536,536,2009,4.0,commercial,657.0,2,19.0,5,1972,21.7,27.2,34.1,2979.69,gas,2
537,537,2014,12.0,office,601.0,1,19.0,15,1934,8.7,15.549999999999999,22.4,11771.77,oil,3
538,538,2010,1.0,commercial,203.0,6,117.0,4,1953,10.1,15.3,22.0,1527.86,elec,1
539,539,2014,11.0,residential,390.0,7,55.0,15,1933,12.4,19.3,25.2,6781.32,elec,1
540,540,2007,2.0,commercial,334.0,8,37.0,4,2001,11.6,18.65,25.7,2856.33,elec,1
541,541,2012,5.0,factory,342.0,4,172.0,2,1984,24.0,29.7,36.4,525.18,oil,3
542,542,2006,11.0,factory,407.0,4,-7.0,4,1979,10.1,19.4,27.0,1292.31,elec,1
543,543,2014,1.0,residential,1085.0,5,37.0,7,1928,7.0,16.1,22.7,6270.07,elec,1
544,544,2013,8.0,factory,243.0,8,19.0,2,1983,20.2,28.4,34.3,453.55,elec,1
545,545,2013,11.0,factory,452.0,5,-7.0,2,1939,12.8,18.9,25.3,794.67,elec,1
546,546,2013,5.0,education,857.0,8,37.0,6,1966,25.3,30.1,36.6,3029.91,gas,2
