,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
280,280,2006,12.0,residential,233.0,7,51.0,12,1949,7.6,4181.73,4181.73,4181.73,3
281,281,2005,5.0,education,351.0,6,117.0,1,1979,22.8,274.2,274.2,274.2,2
282,282,2012,8.0,office,356.0,1,55.0,25,1952,23.1,5214.51,5214.51,5214.51,2
283,283,2012,7.0,office,813.0,8,-7.0,20,2000,26.1,12048.66,12048.66,12048.66,3
284,284,2005,10.0,commercial,588.0,2,12.0,4,1963,18.0,4056.73,4056.73,4056.73,1
285,285,2007,6.0,commercial,524.0,6,117.0,3,1929,22.7,2341.65,2341.65,2341.65,1
286,286,2012,8.0,education,488.0,6,172.0,4,2006,21.6,3017.01,3017.01,3017.01,1
287,287,2012,7.0,commercial,813.0,3,12.0,4,1961,25.8,254.05,254.05,254.05,2
288,288,2009,12.0,factory,371.0,2,117.0,2,1945,8.2,754.17,754.17,754.17,1
289,289,2013,9.0,factory,342.0,4,172.0,2,1984,20.1,723.95,723.95,723.95,1
290,290,2009,8.0,commercial,460.0,7,55.0,21,1967,23.0,9518.19,9518.19,9518.19,1
291,291,2006,9.0,factory,595.0,7,37.0,1,1999,16.2,349.99,349.99,349.99,2
292,292,2009,9.0,education,351.0,6,117.0,1,1979,20.1,248.09,248.09,248.09,2
293,293,2009,8.0,residential,258.0,3,51.0,9,1962,24.9,139.93,139.93,139.93,2
294,294,2013,10.0,education,861.0,7,19.0,5,2003,17.5,6321.12,6321.12,6321.12,1
295,295,2008,12.0,office,813.0,8,-7.0,20,2000,7.5,17473.65,17473.65,17473.65,1
296,296,2006,9.0,education,399.0,5,12.0,4,1975,22.3,1500.31,1500.31,1500.31,2
297,297,2010,9.0,education,312.0,1,-7.0,1,1941,21.7,440.29,440.29,440.29,1
298,298,2013,4.0,education,525.0,8,117.0,1,1993,17.9,309.36,309.36,309.36,2
299,299,2006,7.0,education,222.0,4,117.0,2,1982,25.1,626.57,626.57,626.57,1
300,300,2012,2.0,commercial,657.0,5,337.0,1,1964,11.1,984.33,984.33,984.33,1
301,301,2006,2.0,factory,218.0,3,203.0,1,1971,11.2,182.04,182.04,182.04,3
302,302,2012,12.0,commercial,836.0,2,12.0,3,1971,7.7,4542.09,4542.09,4542.09,1
303,303,2013,8.0,office,557.0,6,37.0,7,1925,23.4,5021.91,5021.91,5021.91,1
305,305,2008,10.0,factory,371.0,5,-7.0,6,1953,18.5,1531.03,1531.03,1531.03,3
306,306,2013,8.0,commercial,487.0,1,51.0,2,1934,22.8,570.67,570.67,570.67,2
307,307,2012,10.0,commercial,230.0,6,203.0,4,1967,18.2,1307.14,1307.14,1307.14,3
308,308,2007,8.0,commercial,277.0,2,12.0,5,2009,23.0,2627.73,2627.73,2627.73,1
309,309,2006,12.0,commercial,123.0,5,12.0,23,1963,8.7,2861.21,2861.21,2861.21,3
310,310,2012,6.0,education,320.0,2,203.0,5,1944,24.3,1374.91,1374.91,1374.91,2
311,311,2008,7.0,education,349.0,1,55.0,3,2003,22.7,817.92,817.92,817.92,2
312,312,2007,10.0,commercial,129.0,1,337.0,2,1952,18.7,235.14,235.14,235.14,2
313,313,2007,11.0,commercial,1554.0,4,37.0,1,1995,12.6,2430.58,2430.58,2430.58,1
314,314,2013,12.0,education,312.0,1,-7.0,1,1941,7.4,268.11,268.11,268.11,2
315,315,2014,6.0,education,425.0,5,-7.0,4,1932,25.0,2287.08,2287.08,2287.08,1
316,316,2005,8.0,residential,379.0,8,19.0,27,1941,23.6,10418.01,10418.01,10418.01,1
317,317,2014,8.0,commercial,429.0,8,51.0,1,1963,21.8,713.37,713.37,713.37,1
318,318,2011,8.0,office,1218.0,5,172.0,23,1959,22.9,18059.79,18059.79,18059.79,3
319,319,2013,10.0,commercial,334.0,8,37.0,4,2001,16.1,1790.67,1790.67,1790.67,3
320,320,2009,6.0,residential,594.0,8,337.0,26,1994,23.0,9757.52,9757.52,9757.52,3
321,321,2010,3.0,education,222.0,4,117.0,2,1982,17.4,363.37,363.37,363.37,2
322,322,2006,12.0,education,608.0,1,203.0,6,1950,8.0,5109.5,5109.5,5109.5,3
323,323,2013,11.0,residential,661.0,5,-7.0,12,1938,13.7,7885.46,7885.46,7885.46,3
324,324,2005,2.0,residential,258.0,3,51.0,9,1962,14.6,2422.5,2422.5,2422.5,1
325,325,2011,9.0,commercial,1492.0,4,172.0,2,1991,20.4,2978.63,2978.63,2978.63,2
326,326,2012,10.0,factory,937.0,3,37.0,4,1969,19.8,2408.46,2408.46,2408.46,1
327,327,2006,12.0,commercial,1527.0,5,117.0,3,1983,8.9,5861.58,5861.58,5861.58,3
328,328,2014,10.0,education,411.0,4,172.0,2,1949,19.1,1334.01,1334.01,1334.01,1
329,329,2013,5.0,commercial,213.0,1,172.0,3,1960,23.1,727.98,727.98,727.98,2
330,330,2006,10.0,commercial,323.0,1,117.0,5,1927,17.7,2231.9,2231.9,2231.9,3
331,331,2014,1.0,commercial,1707.0,4,172.0,6,2006,8.4,8001.05,8001.05,8001.05,2
332,332,2013,11.0,residential,530.0,3,19.0,17,2007,12.6,8582.57,8582.57,8582.57,1
333,333,2009,8.0,office,804.0,1,337.0,18,1995,22.1,16208.64,16208.64,16208.64,1
334,334,2011,7.0,office,1296.0,3,12.0,20,2008,26.8,20015.42,20015.42,20015.42,3
335,335,2007,2.0,commercial,575.0,6,19.0,5,1979,12.2,2994.6,2994.6,2994.6,2
336,336,2005,12.0,factory,2362.0,6,117.0,6,2007,8.2,6589.98,6589.98,6589.98,2
337,337,2008,10.0,commercial,260.0,7,337.0,6,1929,13.4,1479.33,1479.33,1479.33,2
338,338,2008,3.0,commercial,305.0,2,55.0,4,1997,15.0,1738.85,1738.85,1738.85,3
339,339,2009,12.0,office,1418.0,5,12.0,20,1964,8.1,33240.19,33240.19,33240.19,1
340,340,2007,2.0,commercial,476.0,7,37.0,4,2003,12.9,3776.62,3776.62,3776.62,1
341,341,2011,12.0,education,581.0,7,337.0,5,1984,8.5,5612.46,5612.46,5612.46,1
342,342,2012,12.0,factory,1272.0,2,19.0,3,1922,11.1,4407.48,4407.48,4407.48,1
343,343,2005,9.0,education,508.0,2,19.0,3,2006,20.1,2816.35,2816.35,2816.35,1
344,344,2014,4.0,commercial,451.0,2,12.0,2,1981,20.7,1944.71,1944.71,1944.71,1
345,345,2014,11.0,residential,228.0,1,55.0,22,1960,14.8,5027.26,5027.26,5027.26,3
346,346,2006,3.0,office,1292.0,1,37.0,5,1992,13.9,4836.28,4836.28,4836.28,2
347,347,2005,6.0,office,843.0,4,203.0,4,1941,24.9,2623.58,2623.58,2623.58,3
348,348,2011,12.0,factory,3888.0,8,172.0,1,1963,7.4,3298.58,3298.58,3298.58,1
349,349,2009,2.0,commercial,203.0,6,117.0,4,1953,14.5,923.59,923.59,923.59,3
350,350,2006,5.0,commercial,489.0,6,37.0,2,1934,22.3,4851.541864684603,4851.541864684603,4851.541864684603,1
351,351,2005,11.0,commercial,912.0,6,172.0,6,1951,13.1,4987.18,4987.18,4987.18,2
352,352,2008,10.0,residential,293.0,8,172.0,28,1972,19.1,3296.04,3296.04,3296.04,2
353,353,2014,8.0,residential,530.0,3,19.0,17,2007,22.7,475.11,475.11,475.11,2
354,354,2014,2.0,commercial,312.0,4,172.0,3,1959,13.8,812.45,812.45,812.45,2
355,355,2009,1.0,factory,953.0,2,-7.0,1,1982,8.4,877.29,877.29,877.29,3
356,356,2009,7.0,commercial,803.0,6,203.0,4,1964,24.9,4033.63,4033.63,4033.63,3
357,357,2006,7.0,commercial,941.0,3,117.0,4,1954,27.3,5311.76,5311.76,5311.76,1
358,358,2008,5.0,office,423.0,7,37.0,4,1991,19.8,2506.19,2506.19,2506.19,1
359,359,2012,11.0,commercial,596.0,1,337.0,6,1984,12.8,3911.0,3911.0,3911.0,2
360,360,2009,7.0,commercial,489.0,6,37.0,2,1934,23.7,1334.97,1334.97,1334.97,3
361,361,2013,8.0,commercial,596.0,1,337.0,6,1984,23.9,4851.541864684603,4851.541864684603,4851.541864684603,1
362,362,2005,6.0,education,857.0,8,37.0,6,1966,25.3,7677.95,7677.95,7677.95,1
363,363,2006,12.0,office,741.0,2,55.0,9,2004,7.2,4320.85,4320.85,4320.85,2
364,364,2011,7.0,office,1203.0,8,172.0,17,1963,23.7,17546.96,17546.96,17546.96,3
365,365,2010,11.0,commercial,1231.0,5,55.0,5,1935,13.3,11856.3,11856.3,11856.3,1
366,366,2005,4.0,commercial,854.0,4,337.0,1,1936,20.8,1272.96,1272.96,1272.96,3
367,367,2006,8.0,education,608.0,1,203.0,6,1950,23.4,3755.98,3755.98,3755.98,3
368,368,2013,11.0,office,123.0,5,12.0,23,1963,12.6,2449.43,2449.43,2449.43,2
369,369,2006,7.0,education,1013.0,4,117.0,6,1977,25.4,6272.13,6272.13,6272.13,3
370,370,2014,6.0,factory,388.0,2,337.0,1,1941,24.3,198.46,198.46,198.46,2
371,371,2006,1.0,factory,788.0,4,117.0,6,1998,6.1,1978.67,1978.67,1978.67,2
372,372,2009,10.0,residential,317.0,6,203.0,28,1999,14.6,11183.76,11183.76,11183.76,1
373,373,2009,5.0,office,460.0,3,12.0,16,1981,20.3,4851.541864684603,4851.541864684603,4851.541864684603,1
374,374,2010,10.0,education,442.0,5,337.0,5,1922,17.8,2838.06,2838.06,2838.06,1
375,375,2008,9.0,education,453.0,5,55.0,2,1937,19.9,806.85,806.85,806.85,2
376,376,2012,7.0,commercial,411.0,8,19.0,4,1987,24.3,1232.92,1232.92,1232.92,2
377,377,2014,4.0,factory,937.0,3,37.0,4,1969,21.7,2071.99,2071.99,2071.99,3
378,378,2005,5.0,office,1342.0,6,19.0,5,1944,25.3,7515.2,7515.2,7515.2,1
379,379,2014,5.0,commercial,451.0,2,12.0,2,1981,24.0,1477.98,1477.98,1477.98,1
380,380,2006,10.0,residential,1068.0,1,12.0,11,1946,16.9,8777.38,8777.38,8777.38,3
381,381,2011,2.0,commercial,501.0,8,117.0,6,2009,13.1,4226.61,4226.61,4226.61,3
382,382,2014,7.0,office,1084.0,8,19.0,24,1924,23.8,27957.83,27957.83,27957.83,1
383,383,2009,7.0,residential,1024.0,6,203.0,23,1967,23.3,28488.5,28488.5,28488.5,1
384,384,2005,5.0,commercial,589.0,2,12.0,2,1956,20.3,899.8,899.8,899.8,2
385,385,2007,12.0,commercial,378.0,3,117.0,5,1922,9.7,162.41,162.41,162.41,2
386,386,2009,6.0,residential,486.0,2,-7.0,17,2006,23.9,6698.91,6698.91,6698.91,3
387,387,2010,12.0,commercial,184.0,4,-7.0,2,1926,10.6,727.05,727.05,727.05,1
388,388,2007,10.0,education,420.0,1,12.0,6,1925,15.6,1870.19,1870.19,1870.19,2
389,389,2010,8.0,residential,313.0,3,-7.0,7,1978,22.1,1522.7,1522.7,1522.7,3
390,390,2005,7.0,commercial,596.0,1,337.0,6,1984,23.6,5326.81,5326.81,5326.81,1
391,391,2013,8.0,factory,819.0,3,37.0,6,2006,24.4,195.37,195.37,195.37,2
392,392,2014,11.0,education,338.0,4,117.0,5,2007,13.6,2228.89,2228.89,2228.89,3
393,393,2005,5.0,residential,256.0,8,-7.0,19,2005,22.5,4704.34,4704.34,4704.34,1
394,394,2011,7.0,education,427.0,4,55.0,1,1946,24.5,632.71,632.71,632.71,1
395,395,2010,8.0,education,599.0,1,337.0,2,1946,25.2,1233.46,1233.46,1233.46,3
396,396,2011,5.0,education,565.0,5,117.0,5,2006,23.9,4318.86,4318.86,4318.86,1
397,397,2009,6.0,factory,1005.0,4,172.0,6,1953,20.8,6116.23,6116.23,6116.23,1
398,398,2011,5.0,office,249.0,6,337.0,3,1940,22.3,878.47,878.47,878.47,1
399,399,2010,9.0,factory,625.0,2,51.0,1,1975,20.2,431.58,431.58,431.58,2
400,400,2013,10.0,commercial,1127.0,6,12.0,2,1936,18.5,3887.7,3887.7,3887.7,1
401,401,2006,3.0,commercial,372.0,6,55.0,3,1997,19.2,1924.88,1924.88,1924.88,1
402,402,2010,11.0,commercial,230.0,6,203.0,4,1967,10.1,878.42,878.42,878.42,2
403,403,2012,12.0,residential,317.0,6,203.0,28,1999,9.7,11379.28,11379.28,11379.28,3
404,404,2005,9.0,commercial,1265.0,7,117.0,3,1971,17.5,4356.39,4356.39,4356.39,2
405,405,2008,10.0,education,427.0,4,55.0,1,1946,16.2,349.46,349.46,349.46,2
406,406,2008,6.0,education,320.0,2,203.0,5,1944,22.0,2483.71,2483.71,2483.71,1
407,407,2005,10.0,commercial,1554.0,4,37.0,1,1995,18.5,1618.65,1618.65,1618.65,2
408,408,2013,5.0,education,320.0,2,203.0,5,1944,22.4,1309.44,1309.44,1309.44,2
409,409,2012,12.0,commercial,657.0,6,-7.0,1,1963,9.3,1081.68,1081.68,1081.68,1
410,410,2009,1.0,commercial,367.0,2,-7.0,6,1974,12.9,2522.96,2522.96,2522.96,2
411,411,2011,1.0,residential,689.0,5,51.0,22,1931,6.6,15294.54,15294.54,15294.54,1
412,412,2012,7.0,commercial,547.0,2,172.0,1,1923,23.9,522.28,522.28,522.28,2
413,413,2011,5.0,factory,819.0,3,37.0,6,2006,24.0,215.93,215.93,215.93,2
414,414,2011,4.0,residential,615.0,2,203.0,7,1961,23.5,5012.05,5012.05,5012.05,1
415,415,2007,12.0,education,911.0,5,172.0,1,1986,8.3,856.38,856.38,856.38,2
416,416,2005,2.0,education,425.0,5,-7.0,4,1932,11.8,2391.04,2391.04,2391.04,1
417,417,2006,4.0,education,493.0,2,51.0,2,1993,20.2,806.94,806.94,806.94,2
418,418,2011,6.0,education,650.0,1,12.0,2,1999,22.6,1747.2,1747.2,1747.2,1
419,419,2005,12.0,office,601.0,1,19.0,15,1934,10.4,6749.08,6749.08,6749.08,2
420,420,2007,5.0,residential,924.0,7,203.0,25,1931,23.3,26777.52,26777.52,26777.52,1
421,421,2011,5.0,office,460.0,3,12.0,16,1981,23.6,451.76,451.76,451.76,2
422,422,2005,5.0,education,480.0,4,51.0,2,1951,22.3,1085.01,1085.01,1085.01,3
423,423,2012,10.0,education,480.0,4,51.0,2,1951,15.3,785.66,785.66,785.66,2
424,424,2013,7.0,office,843.0,4,203.0,4,1941,25.6,2195.17,2195.17,2195.17,2
425,425,2006,6.0,education,480.0,4,51.0,2,1951,26.1,990.66,990.66,990.66,3
426,426,2007,10.0,factory,1515.0,3,117.0,6,1934,17.0,494.54,494.54,494.54,2
427,427,2009,5.0,commercial,854.0,4,337.0,1,1936,24.0,1077.12,1077.12,1077.12,3
428,428,2014,5.0,office,843.0,4,203.0,4,1941,19.7,2508.77,2508.77,2508.77,2
429,429,2005,5.0,factory,379.0,2,117.0,1,1973,22.7,350.2,350.2,350.2,1
430,430,2007,10.0,education,471.0,8,117.0,3,2001,15.4,1822.16,1822.16,1822.16,1
431,431,2013,5.0,residential,530.0,3,19.0,17,2007,22.3,429.86,429.86,429.86,2
432,432,2010,7.0,commercial,260.0,7,337.0,6,1929,26.0,1712.91,1712.91,1712.91,2
433,433,2005,3.0,education,173.0,6,51.0,6,1999,17.8,810.89,810.89,810.89,2
434,434,2012,2.0,office,277.0,1,172.0,10,1928,14.5,3102.4,3102.4,3102.4,1
435,435,2008,11.0,commercial,1265.0,7,117.0,3,1971,14.3,3788.17,3788.17,3788.17,2
436,436,2014,8.0,commercial,437.0,1,-7.0,3,1960,22.1,1433.81,1433.81,1433.81,2
437,437,2007,1.0,commercial,551.0,1,203.0,3,1927,9.0,2980.69,2980.69,2980.69,1
438,438,2013,9.0,residential,317.0,6,203.0,28,1999,21.1,5200.45,5200.45,5200.45,2
439,439,2010,12.0,education,814.0,1,55.0,5,1935,7.6,6837.6,6837.6,6837.6,1
440,440,2014,4.0,education,812.0,7,337.0,3,2008,17.7,3177.6,3177.6,3177.6,3
441,441,2006,7.0,commercial,317.0,8,51.0,2,1976,21.4,830.79,830.79,830.79,3
442,442,2014,2.0,office,423.0,7,37.0,4,1991,14.1,2247.96,2247.96,2247.96,3
443,443,2011,3.0,residential,291.0,6,51.0,13,1994,17.8,4003.93,4003.93,4003.93,1
444,444,2012,4.0,factory,287.0,8,203.0,5,1923,22.4,504.46,504.46,504.46,2
445,445,2007,1.0,education,545.0,5,19.0,4,2002,7.4,3066.16,3066.16,3066.16,1
446,446,2005,7.0,education,349.0,1,55.0,3,2003,26.2,1547.88,1547.88,1547.88,1
447,447,2011,10.0,commercial,657.0,2,19.0,5,1972,17.5,3607.0,3607.0,3607.0,2
448,448,2008,10.0,commercial,451.0,2,12.0,2,1981,16.6,1258.46,1258.46,1258.46,3
449,449,2008,9.0,commercial,260.0,4,117.0,4,2009,19.4,857.58,857.58,857.58,2
450,450,2007,10.0,education,403.0,5,337.0,6,1954,17.5,1794.49,1794.49,1794.49,2
451,451,2007,8.0,factory,349.0,6,172.0,3,1958,23.4,923.45,923.45,923.45,1
452,452,2011,11.0,commercial,599.0,8,337.0,1,1948,12.8,883.31,883.31,883.31,3
453,453,2005,10.0,commercial,657.0,6,-7.0,1,1963,17.9,752.81,752.81,752.81,3
454,454,2008,1.0,commercial,657.0,6,-7.0,1,1963,6.1,1035.45,1035.45,1035.45,3
455,455,2007,1.0,office,1122.0,6,37.0,27,1958,8.2,35625.74,35625.74,35625.74,1
456,456,2006,12.0,education,312.0,1,-7.0,1,1941,8.6,292.48,292.48,292.48,2
457,457,2011,8.0,education,254.0,1,337.0,3,1963,23.8,1177.75,1177.75,1177.75,1
458,458,2006,2.0,office,1122.0,6,37.0,27,1958,14.9,33929.28,33929.28,33929.28,1
459,459,2009,1.0,residential,177.0,5,337.0,25,1947,7.5,3776.56,3776.56,3776.56,2
460,460,2005,1.0,commercial,657.0,6,-7.0,1,1963,7.9,627.3,627.3,627.3,2
461,461,2005,2.0,education,312.0,1,-7.0,1,1941,14.7,524.16,524.16,524.16,1
462,462,2008,5.0,commercial,323.0,1,117.0,5,1927,25.8,2785.55,2785.55,2785.55,1
463,463,2012,4.0,education,1862.0,8,19.0,6,1945,21.2,14407.05,14407.05,14407.05,1
464,464,2013,8.0,commercial,301.0,7,12.0,2,1920,22.9,1194.08,1194.08,1194.08,1
465,465,2008,12.0,education,453.0,5,55.0,2,1937,6.4,851.68,851.68,851.68,2
466,466,2013,11.0,office,549.0,8,19.0,3,1972,11.0,1863.09,1863.09,1863.09,1
467,467,2011,1.0,residential,460.0,7,55.0,21,1967,10.6,10325.41,10325.41,10325.41,3
468,468,2006,10.0,factory,641.0,6,337.0,5,1963,16.9,1788.39,1788.39,1788.39,2
469,469,2010,3.0,factory,407.0,4,-7.0,4,1979,16.3,1579.49,1579.49,1579.49,1
470,470,2010,10.0,residential,800.0,7,203.0,2,1978,14.7,1533.73,1533.73,1533.73,3
471,471,2014,11.0,commercial,596.0,1,337.0,6,1984,10.5,4766.09,4766.09,4766.09,1
472,472,2014,11.0,commercial,501.0,8,117.0,6,2009,13.2,2442.22,2442.22,2442.22,2
473,473,2007,9.0,commercial,442.0,1,172.0,5,1953,21.5,2171.99,2171.99,2171.99,3
474,474,2014,6.0,education,451.0,5,203.0,4,1978,21.4,2647.64,2647.64,2647.64,1
475,475,2007,10.0,commercial,1003.0,4,-7.0,6,1994,11.3,6835.38,6835.38,6835.38,3
476,476,2008,9.0,residential,623.0,1,51.0,26,1999,21.3,11371.0,11371.0,11371.0,3
477,477,2008,3.0,commercial,1492.0,4,172.0,2,1991,17.6,2849.12,2849.12,2849.12,2
478,478,2005,11.0,commercial,813.0,3,12.0,4,1961,12.1,5048.14,5048.14,5048.14,1
479,479,2009,4.0,commercial,1492.0,4,172.0,2,1991,21.1,5895.43,5895.43,5895.43,1
480,480,2013,7.0,residential,656.6619098651926,1,337.0,29,1926,25.6,8010.45,8010.45,8010.45,2
481,481,2014,8.0,office,356.0,1,55.0,25,1952,20.6,5900.7,5900.7,5900.7,3
482,482,2005,9.0,office,460.0,3,12.0,16,1981,19.5,390.15,390.15,390.15,2
483,483,2014,10.0,factory,641.0,6,337.0,5,1963,19.1,2826.81,2826.81,2826.81,1
484,484,2005,9.0,commercial,589.0,2,12.0,2,1956,22.8,1180.99,1180.99,1180.99,2
485,485,2014,11.0,residential,623.0,8,337.0,26,1993,12.3,14516.21,14516.21,14516.21,3
486,486,2012,10.0,residential,623.0,8,337.0,26,1993,18.5,14781.16,14781.16,14781.16,3
487,487,2010,5.0,residential,244.0,6,117.0,23,1994,24.8,4227.52,4227.52,4227.52,2
488,488,2010,5.0,commercial,489.0,6,37.0,2,1934,20.3,891.35,891.35,891.35,2
489,489,2007,10.0,residential,405.0,2,203.0,19,1982,18.3,4959.35,4959.35,4959.35,2
490,490,2013,7.0,education,2447.0,8,19.0,6,1943,23.8,11681.0,11681.0,11681.0,3
491,491,2006,9.0,commercial,122.0,6,117.0,1,1997,20.6,95.31,95.31,95.31,2
493,493,2014,10.0,office,1122.0,6,37.0,27,1958,17.0,32232.82,32232.82,32232.82,1
494,494,2010,9.0,commercial,451.0,2,12.0,2,1981,21.4,1711.35,1711.35,1711.35,1
495,495,2006,3.0,residential,390.0,7,55.0,15,1933,19.0,7120.39,7120.39,7120.39,1
496,496,2010,12.0,commercial,501.0,8,117.0,6,2009,7.3,6165.62,6165.62,6165.62,3
497,497,2012,5.0,education,857.0,8,37.0,6,1966,22.2,3718.53,3718.53,3718.53,2
498,498,2006,3.0,factory,243.0,8,19.0,2,1983,18.3,138.31,138.31,138.31,2
499,499,2010,9.0,commercial,501.0,8,117.0,6,2009,17.7,3714.37,3714.37,3714.37,3
500,500,2012,4.0,commercial,230.0,6,203.0,4,1967,22.1,4851.541864684603,4851.541864684603,4851.541864684603,3
501,501,2010,7.0,commercial,290.0,2,-7.0,5,1981,25.6,1246.01,1246.01,1246.01,2
502,502,2006,10.0,commercial,547.0,6,37.0,5,1992,17.9,2730.08,2730.08,2730.08,2
503,503,2014,11.0,education,471.0,8,117.0,3,2001,13.1,1630.35,1630.35,1630.35,1
504,504,2005,2.0,commercial,290.0,2,-7.0,5,1981,14.6,2184.49,2184.49,2184.49,3
505,505,2007,3.0,office,1260.0,6,55.0,4,1937,18.2,5927.04,5927.04,5927.04,1
506,506,2009,12.0,office,1292.0,1,37.0,5,1992,3.7,7738.09,7738.09,7738.09,3
507,507,2010,9.0,factory,3888.0,8,172.0,1,1963,20.8,1496.96,1496.96,1496.96,2
508,508,2006,6.0,factory,243.0,8,19.0,2,1983,24.3,154.58,154.58,154.58,2
509,509,2012,3.0,residential,686.0,3,172.0,18,1950,19.4,9237.72,9237.72,9237.72,3
510,510,2014,10.0,office,1084.0,8,19.0,24,1924,17.6,25290.52,25290.52,25290.52,3
511,511,2009,2.0,commercial,624.0,6,55.0,6,1978,9.7,5544.96,5544.96,5544.96,3
512,512,2013,10.0,office,557.0,6,37.0,7,1925,18.2,5240.26,5240.26,5240.26,1
513,513,2012,9.0,education,488.0,6,172.0,4,2006,18.0,2754.66,2754.66,2754.66,1
514,514,2014,1.0,commercial,1105.0,7,117.0,6,1966,9.3,7610.78,7610.78,7610.78,2
515,515,2007,3.0,factory,2362.0,6,117.0,6,2007,16.1,9411.51,9411.51,9411.51,3
516,516,2008,10.0,residential,449.0,1,337.0,29,1926,17.7,6484.65,6484.65,6484.65,2
517,517,2007,7.0,commercial,367.0,2,-7.0,6,1974,26.8,3418.21,3418.21,3418.21,1
518,518,2007,1.0,education,1862.0,8,19.0,6,1945,7.9,15906.65,15906.65,15906.65,3
519,519,2013,12.0,office,575.0,4,172.0,14,1940,6.9,8997.07,8997.07,8997.07,3
520,520,2005,3.0,commercial,1272.0,2,19.0,3,1922,15.4,3702.28,3702.28,3702.28,1
521,521,2013,4.0,office,968.0,3,-7.0,3,1965,21.6,137.74,137.74,137.74,2
522,522,2006,9.0,education,411.0,4,172.0,2,1949,20.3,519.83,519.83,519.83,2
523,523,2012,8.0,factory,243.0,8,19.0,2,1983,22.8,284.31,284.31,284.31,3
524,524,2014,4.0,commercial,539.0,6,172.0,4,2009,20.5,3549.64,3549.64,3549.64,1
525,525,2013,4.0,commercial,1707.0,4,172.0,6,2006,19.7,9334.56,9334.56,9334.56,2
526,526,2006,4.0,factory,368.0,7,-7.0,1,1932,17.8,215.28,215.28,215.28,3
527,527,2011,7.0,education,581.0,7,337.0,5,1984,24.9,3058.97,3058.97,3058.97,3
528,528,2008,10.0,factory,320.0,8,37.0,3,1990,13.4,659.29,659.29,659.29,3
529,529,2011,1.0,education,425.0,5,-7.0,4,1932,8.5,1975.21,1975.21,1975.21,1
530,530,2007,3.0,commercial,487.0,1,51.0,2,1934,17.8,665.78,665.78,665.78,2
531,531,2012,9.0,factory,306.0,6,337.0,5,1989,20.6,747.02,747.02,747.02,2
532,532,2010,3.0,office,464.0,5,55.0,18,1947,18.0,6620.97,6620.97,6620.97,3
533,533,2012,6.0,education,388.0,4,172.0,2,1936,25.3,1259.35,1259.35,1259.35,1
534,534,2013,10.0,office,249.0,6,337.0,3,1940,12.4,463.14,463.14,463.14,2
535,535,2010,1.0,commercial,360.0,3,12.0,3,1948,6.7,88.59,88.59,88.59,2
536,536,2009,4.0,commercial,657.0,2,19.0,5,1972,21.7,2979.69,2979.69,2979.69,2
537,537,2014,12.0,office,601.0,1,19.0,15,1934,8.7,11771.77,11771.77,11771.77,3
538,538,2010,1.0,commercial,203.0,6,117.0,4,1953,10.1,1527.86,1527.86,1527.86,1
539,539,2014,11.0,residential,390.0,7,55.0,15,1933,12.4,6781.32,6781.32,6781.32,1
540,540,2007,2.0,commercial,334.0,8,37.0,4,2001,11.6,2856.33,2856.33,2856.33,1
541,541,2012,5.0,factory,342.0,4,172.0,2,1984,24.0,525.18,525.18,525.18,3
542,542,2006,11.0,factory,407.0,4,-7.0,4,1979,10.1,1292.31,1292.31,1292.31,1
543,543,2014,1.0,residential,1085.0,5,37.0,7,1928,7.0,6270.07,6270.07,6270.07,1
544,544,2013,8.0,factory,243.0,8,19.0,2,1983,20.2,453.55,453.55,453.55,1
545,545,2013,11.0,factory,452.0,5,-7.0,2,1939,12.8,794.67,794.67,794.67,1
546,546,2013,5.0,education,857.0,8,37.0,6,1966,25.3,3029.91,3029.91,3029.91,2
547,547,2005,2.0,office,657.0,5,203.0,24,1999,13.1,14029.52,14029.52,14029.52,3
548,548,2007,11.0,residential,256.0,8,-7.0,19,2005,13.6,5199.54,5199.54,5199.54,1
549,549,2010,6.0,office,1218.0,5,172.0,23,1959,24.3,27720.41,27720.41,27720.41,2
550,550,2011,10.0,commercial,635.0,2,12.0,5,2008,16.2,6297.68,6297.68,6297.68,1
551,551,2011,11.0,office,821.0,3,51.0,8,1993,14.0,5627.46,5627.46,5627.46,1
552,552,2005,8.0,education,254.0,1,337.0,3,1963,23.0,565.51,565.51,565.51,2
553,553,2012,9.0,education,647.0,7,51.0,6,1995,21.5,4769.04,4769.04,4769.04,3
554,554,2007,2.0,commercial,975.0,2,12.0,3,1994,9.6,2653.15,2653.15,2653.15,2
555,555,2005,10.0,office,656.6619098651926,7,37.0,4,1991,16.8,1755.03,1755.03,1755.03,3
556,556,2014,6.0,commercial,776.0,7,117.0,3,2002,26.1,3987.96,3987.96,3987.96,1
557,557,2008,11.0,education,420.0,1,12.0,6,1925,12.6,3263.88,3263.88,3263.88,3
558,558,2011,1.0,education,565.0,5,117.0,5,2006,6.7,3074.93,3074.93,3074.93,2
559,559,2006,9.0,commercial,230.0,6,203.0,4,1967,20.8,1586.82,1586.82,1586.82,1
560,560,2005,1.0,education,581.0,7,337.0,5,1984,8.3,5669.96,5669.96,5669.96,3
561,561,2010,4.0,commercial,122.0,6,117.0,1,1997,21.0,191.3,191.3,191.3,1
562,562,2012,7.0,office,921.0,6,51.0,27,1979,23.6,20042.8,20042.8,20042.8,2
